#$ 	 TRIAL_LEFT_LEFT =	 0
#$ 	 TRIAL_LEFT_RIGHT =	 1
#$ 	 TRIAL_RIGHT_LEFT =	 2
#$ 	 TRIAL_RIGHT_RIGHT =	 3
#$ 	 TRIAL_TYPE_MAX =	 4

#$ 	 DIMENSION =	 554


#?index		TrOrder		TrType			CTOA		CTD		RT
	0			12			0			300.000000	0.000000	473.000000  
	1			29			1			300.000000	0.000000	459.000000  
	2			8			2			300.000000	0.000000	396.000000  
	3			47			3			300.000000	0.000000	325.000000  
	4			18			0			300.000000	-60.000000	561.000000  
	5			48			1			300.000000	-60.000000	355.000000  
	6			35			2			300.000000	-60.000000	547.000000  
	7			7			3			300.000000	-60.000000	437.000000  
	8			43			0			300.000000	-120.000000	330.000000  
	9			27			1			300.000000	-120.000000	667.000000  
	10			5			2			300.000000	-120.000000	370.000000  
	11			36			3			300.000000	-120.000000	610.000000  
	12			44			0			300.000000	0.000000	389.000000  
	13			4			1			300.000000	0.000000	408.000000  
	14			41			2			300.000000	0.000000	435.000000  
	15			20			3			300.000000	0.000000	511.000000  
	16			39			0			300.000000	60.000000	419.000000  
	17			10			1			300.000000	60.000000	328.000000  
	18			9			2			300.000000	60.000000	369.000000  
	19			42			3			300.000000	60.000000	346.000000  
	20			49			0			300.000000	120.000000	304.000000  
	21			40			1			300.000000	120.000000	826.000000  
	22			34			2			300.000000	120.000000	443.000000  
	23			38			3			300.000000	120.000000	579.000000  
	24			46			0			500.000000	0.000000	364.000000  
	25			23			1			500.000000	0.000000	338.000000  
	26			22			2			500.000000	0.000000	461.000000  
	27			3			3			500.000000	0.000000	488.000000  
	28			6			0			500.000000	-60.000000	420.000000  
	29			24			1			500.000000	-60.000000	329.000000  
	30			17			2			500.000000	-60.000000	520.000000  
	31			28			3			500.000000	-60.000000	259.000000  
	32			45			0			500.000000	-120.000000	490.000000  
	33			15			1			500.000000	-120.000000	349.000000  
	34			16			2			500.000000	-120.000000	319.000000  
	35			26			3			500.000000	-120.000000	417.000000  
	36			11			0			500.000000	0.000000	347.000000  
	37			33			1			500.000000	0.000000	475.000000  
	38			14			2			500.000000	0.000000	437.000000  
	39			37			3			500.000000	0.000000	474.000000  
	40			0			0			500.000000	60.000000	599.000000  
	41			31			1			500.000000	60.000000	475.000000  
	42			2			2			500.000000	60.000000	500.000000  
	43			19			3			500.000000	60.000000	385.000000  
	44			1			0			500.000000	120.000000	360.000000  
	45			25			1			500.000000	120.000000	453.000000  
	46			32			2			500.000000	120.000000	307.000000  
	47			13			3			500.000000	120.000000	413.000000  
	48			30			0			700.000000	0.000000	338.000000  
	49			21			1			700.000000	0.000000	364.000000  
	50			128			0			300.000000	0.000000	0.000000  
	51			136			0			300.000000	0.000000	337.000000  
	52			209			0			300.000000	0.000000	0.000000  
	53			154			0			300.000000	0.000000	0.000000  
	54			128			0			300.000000	0.000000	0.000000  
	55			49			0			300.000000	0.000000	0.000000  
	56			237			0			300.000000	0.000000	0.000000  
	57			30			1			300.000000	0.000000	0.000000  
	58			122			1			300.000000	0.000000	0.000000  
	59			184			1			300.000000	0.000000	0.000000  
	60			83			1			300.000000	0.000000	0.000000  
	61			84			1			300.000000	0.000000	0.000000  
	62			64			1			300.000000	0.000000	0.000000  
